,0,1
92761,92761,1
26847,26847,3
101120,101120,3
65050,65050,0
77662,77662,3
121422,121422,0
95224,95224,3
25959,25959,0
67556,67556,3
44266,44266,3
22124,22124,0
72927,72927,1
10791,10791,3
89731,89731,3
17703,17703,3
52212,52212,0
43772,43772,0
75261,75261,0
57930,57930,0
54905,54905,0
125082,125082,3
26288,26288,0
8810,8810,0
89382,89382,3
127430,127430,0
30162,30162,0
86779,86779,0
18629,18629,0
62921,62921,3
131109,131109,0
59202,59202,0
111388,111388,0
20798,20798,0
115365,115365,0
70433,70433,0
80944,80944,3
122204,122204,0
41934,41934,3
48636,48636,3
70769,70769,3
57106,57106,3
12619,12619,3
62922,62922,3
126883,126883,3
69740,69740,0
95593,95593,0
71544,71544,0
24948,24948,0
402,402,0
10078,10078,3
67840,67840,1
8211,8211,3
124754,124754,3
100134,100134,3
87356,87356,0
73148,73148,1
95110,95110,4
62917,62917,3
86147,86147,3
50053,50053,3
4259,4259,3
13244,13244,3
78086,78086,3
30350,30350,0
44861,44861,0
98649,98649,0
5393,5393,3
44983,44983,0
71010,71010,0
33735,33735,0
29279,29279,0
13254,13254,1
28186,28186,3
118131,118131,0
15669,15669,0
106522,106522,0
51859,51859,1
41879,41879,3
56252,56252,3
30821,30821,0
24537,24537,1
84885,84885,0
71530,71530,1
116175,116175,3
47737,47737,0
124477,124477,3
29820,29820,0
127463,127463,0
49526,49526,0
110696,110696,0
79366,79366,0
6067,6067,3
21606,21606,1
119944,119944,3
41652,41652,3
108869,108869,1
48546,48546,3
102789,102789,0
117553,117553,0
28838,28838,3
85944,85944,0
132099,132099,0
128182,128182,0
27147,27147,3
84922,84922,0
110152,110152,3
74488,74488,0
91716,91716,3
98944,98944,3
134442,134442,0
14739,14739,3
10373,10373,0
44199,44199,0
97733,97733,0
1761,1761,0
6009,6009,3
101796,101796,0
109137,109137,0
124589,124589,0
22023,22023,0
1744,1744,4
131229,131229,0
128190,128190,1
3789,3789,3
92273,92273,3
93822,93822,0
1965,1965,0
46494,46494,0
108023,108023,1
31506,31506,0
123003,123003,3
41299,41299,3
16686,16686,0
37564,37564,0
97280,97280,0
22079,22079,3
18719,18719,0
34291,34291,0
9562,9562,0
19245,19245,0
77016,77016,0
46955,46955,1
44847,44847,0
39996,39996,1
3697,3697,3
21714,21714,3
111841,111841,3
33561,33561,3
117310,117310,3
36305,36305,3
54224,54224,3
32496,32496,0
48919,48919,3
43046,43046,0
24207,24207,0
1061,1061,0
108520,108520,0
42181,42181,3
132626,132626,3
6739,6739,3
19368,19368,1
110412,110412,3
63299,63299,0
63050,63050,0
130540,130540,1
18119,18119,3
49218,49218,0
63256,63256,3
35570,35570,0
91904,91904,0
33171,33171,3
52825,52825,0
30130,30130,0
46244,46244,0
79940,79940,0
103437,103437,0
65067,65067,0
29489,29489,0
68504,68504,0
27983,27983,3
47209,47209,0
127506,127506,3
58842,58842,0
107921,107921,3
46139,46139,3
89339,89339,3
6519,6519,3
19087,19087,0
68898,68898,1
50991,50991,0
56940,56940,0
101899,101899,0
34205,34205,3
8216,8216,3
63757,63757,0
94510,94510,3
135597,135597,3
102794,102794,3
84912,84912,3
46789,46789,3
7067,7067,3
80149,80149,0
114654,114654,3
74708,74708,3
97982,97982,3
112991,112991,0
69775,69775,0
94072,94072,3
3725,3725,3
122899,122899,0
49564,49564,3
7401,7401,3
95234,95234,3
31206,31206,0
129079,129079,3
91783,91783,0
121067,121067,0
109310,109310,1
103174,103174,1
65518,65518,0
47532,47532,0
24933,24933,0
64418,64418,0
3082,3082,1
133455,133455,0
104584,104584,3
109793,109793,1
130116,130116,0
8465,8465,3
20138,20138,0
107406,107406,1
112942,112942,3
49032,49032,3
65893,65893,0
92878,92878,0
10577,10577,0
113162,113162,0
115738,115738,3
33022,33022,4
90876,90876,0
110840,110840,3
83317,83317,3
134536,134536,0
36634,36634,0
88812,88812,3
110820,110820,0
63709,63709,3
34086,34086,3
113555,113555,3
34613,34613,0
17284,17284,3
54692,54692,3
60248,60248,3
43049,43049,3
50267,50267,0
43234,43234,0
102284,102284,3
1492,1492,0
46168,46168,3
44612,44612,0
11295,11295,0
109982,109982,3
64420,64420,0
89540,89540,1
85397,85397,3
57827,57827,0
104423,104423,0
95207,95207,0
110220,110220,0
33011,33011,0
65993,65993,0
114112,114112,0
134802,134802,0
3279,3279,3
23751,23751,0
24573,24573,0
47195,47195,3
95544,95544,0
134882,134882,0
61853,61853,0
31062,31062,0
104897,104897,1
103849,103849,1
21693,21693,0
125064,125064,3
53071,53071,3
84428,84428,0
63375,63375,0
103112,103112,0
124712,124712,3
113785,113785,0
129103,129103,3
61899,61899,0
64240,64240,3
17289,17289,0
50401,50401,0
15938,15938,0
29156,29156,3
115104,115104,3
117371,117371,0
123572,123572,0
90831,90831,1
39628,39628,0
53522,53522,3
58725,58725,3
19624,19624,0
124170,124170,3
76413,76413,0
81359,81359,0
96684,96684,2
25603,25603,0
15028,15028,3
45831,45831,0
109214,109214,0
77587,77587,1
48771,48771,3
115519,115519,1
15137,15137,0
58305,58305,3
98817,98817,0
28729,28729,3
50633,50633,3
97101,97101,2
62614,62614,3
24239,24239,3
24246,24246,3
113786,113786,0
24380,24380,3
14336,14336,3
62615,62615,0
32989,32989,3
103732,103732,0
111158,111158,1
94140,94140,3
60054,60054,0
43852,43852,0
33060,33060,1
31168,31168,0
72223,72223,0
65224,65224,3
64408,64408,0
76857,76857,0
91469,91469,0
33589,33589,0
59230,59230,1
75855,75855,0
126982,126982,3
52481,52481,3
115698,115698,3
78068,78068,3
14881,14881,0
105731,105731,0
78544,78544,3
12962,12962,1
38895,38895,0
35637,35637,3
47375,47375,3
3299,3299,3
90026,90026,0
82325,82325,0
58096,58096,0
106200,106200,3
81988,81988,0
63064,63064,3
105920,105920,3
106363,106363,0
64722,64722,0
90471,90471,0
87384,87384,3
96189,96189,2
121548,121548,0
2426,2426,0
35795,35795,0
87348,87348,3
84411,84411,3
17200,17200,0
55621,55621,0
110264,110264,1
61250,61250,0
57972,57972,0
135634,135634,0
32102,32102,1
6987,6987,3
89182,89182,1
23223,23223,0
102448,102448,0
88653,88653,0
91173,91173,0
103217,103217,0
131577,131577,3
22392,22392,3
30479,30479,0
70709,70709,0
22130,22130,1
52468,52468,3
63635,63635,3
73636,73636,3
80887,80887,3
111959,111959,0
113144,113144,3
73652,73652,0
19022,19022,0
49983,49983,0
17262,17262,0
14055,14055,3
79799,79799,3
96884,96884,2
39897,39897,0
10202,10202,0
121411,121411,3
28576,28576,3
3968,3968,3
30463,30463,0
81688,81688,3
2709,2709,0
66841,66841,3
46081,46081,3
2054,2054,0
57542,57542,1
126990,126990,3
55806,55806,0
110849,110849,3
58007,58007,3
93465,93465,3
131827,131827,0
122370,122370,0
53528,53528,0
97513,97513,0
37450,37450,3
57501,57501,3
109718,109718,3
108691,108691,3
8235,8235,3
83177,83177,0
945,945,0
18154,18154,0
83212,83212,3
101577,101577,3
98558,98558,0
40590,40590,3
22527,22527,0
125465,125465,0
22776,22776,3
124794,124794,3
81756,81756,0
4088,4088,3
37250,37250,0
41346,41346,0
65419,65419,0
37012,37012,3
21741,21741,0
14625,14625,0
78180,78180,0
49099,49099,3
21117,21117,0
98751,98751,0
70154,70154,3
19767,19767,0
127239,127239,0
50001,50001,0
94821,94821,3
97804,97804,4
128266,128266,3
105259,105259,0
48712,48712,0
20965,20965,3
36695,36695,1
55000,55000,3
16051,16051,0
35190,35190,0
64269,64269,1
69628,69628,3
27153,27153,0
112714,112714,0
77546,77546,0
74788,74788,0
54489,54489,0
19424,19424,0
19028,19028,0
86566,86566,0
55241,55241,1
7737,7737,3
94783,94783,0
78612,78612,3
53099,53099,0
11778,11778,3
69113,69113,0
94536,94536,3
44286,44286,0
59796,59796,1
104966,104966,3
77101,77101,3
61694,61694,0
26860,26860,3
471,471,0
125106,125106,3
100915,100915,0
49742,49742,0
82301,82301,0
103042,103042,0
40490,40490,0
128931,128931,0
26767,26767,3
78456,78456,3
3478,3478,3
39366,39366,3
80437,80437,0
126809,126809,0
5330,5330,3
127355,127355,0
125113,125113,3
126164,126164,0
127809,127809,0
2300,2300,0
61364,61364,1
38350,38350,0
28759,28759,3
46472,46472,3
70177,70177,3
70054,70054,3
46155,46155,3
77327,77327,0
81898,81898,0
88128,88128,0
11943,11943,1
47010,47010,0
110539,110539,0
37100,37100,1
45912,45912,3
131487,131487,0
114481,114481,1
12847,12847,3
6750,6750,3
59645,59645,1
112560,112560,0
124698,124698,3
27348,27348,3
12064,12064,0
6316,6316,3
36789,36789,3
98069,98069,3
101717,101717,3
78654,78654,1
124839,124839,0
52146,52146,3
105298,105298,0
86047,86047,3
62631,62631,3
82960,82960,3
45342,45342,3
97916,97916,0
130327,130327,0
108357,108357,3
22751,22751,3
20105,20105,0
6809,6809,3
105202,105202,1
8586,8586,0
110328,110328,3
134148,134148,3
20060,20060,3
19554,19554,1
17876,17876,0
133757,133757,3
81452,81452,3
51300,51300,0
44486,44486,1
33820,33820,0
95331,95331,3
102705,102705,3
13267,13267,3
117334,117334,3
33392,33392,3
45001,45001,0
43355,43355,1
32663,32663,1
103438,103438,0
36700,36700,0
59078,59078,0
45459,45459,3
109100,109100,3
127846,127846,1
64516,64516,0
32215,32215,0
133666,133666,3
122756,122756,1
96336,96336,2
4634,4634,3
39183,39183,0
77958,77958,0
93162,93162,0
99305,99305,3
96145,96145,0
26867,26867,3
47171,47171,0
49196,49196,0
76683,76683,3
712,712,3
91431,91431,1
14273,14273,0
134345,134345,3
124551,124551,3
32362,32362,3
36666,36666,0
5144,5144,3
107811,107811,0
90393,90393,0
96768,96768,2
25856,25856,0
28437,28437,3
130691,130691,3
71223,71223,3
131451,131451,4
134007,134007,0
9464,9464,0
45339,45339,0
11657,11657,0
66362,66362,0
62111,62111,3
79306,79306,0
101115,101115,0
111212,111212,0
123194,123194,3
78916,78916,0
37796,37796,0
82004,82004,3
62621,62621,1
18120,18120,0
58410,58410,1
75702,75702,3
57543,57543,3
40388,40388,3
65289,65289,3
121264,121264,0
8751,8751,3
27169,27169,0
119992,119992,0
109905,109905,0
71111,71111,3
57446,57446,3
18370,18370,0
28597,28597,3
114349,114349,0
14078,14078,1
95480,95480,3
40714,40714,1
120065,120065,3
105071,105071,3
28739,28739,3
121911,121911,0
113299,113299,0
90770,90770,3
2436,2436,0
68375,68375,3
56110,56110,3
22933,22933,0
104854,104854,3
8805,8805,3
128545,128545,0
110673,110673,1
15314,15314,0
81891,81891,3
923,923,3
31549,31549,3
53039,53039,0
57896,57896,0
19274,19274,3
104184,104184,0
89632,89632,0
68281,68281,3
82647,82647,0
83786,83786,0
120762,120762,0
82127,82127,0
95819,95819,3
9986,9986,0
8935,8935,1
48170,48170,3
133432,133432,3
52230,52230,3
966,966,3
122387,122387,3
72429,72429,0
78141,78141,0
40987,40987,3
1170,1170,3
8543,8543,3
134555,134555,3
11893,11893,3
124483,124483,0
9983,9983,0
7796,7796,3
35012,35012,3
90828,90828,4
60105,60105,1
11209,11209,0
16731,16731,0
121995,121995,1
112411,112411,0
99701,99701,3
82539,82539,3
104829,104829,1
124403,124403,0
113459,113459,1
93612,93612,3
43323,43323,0
42055,42055,0
27607,27607,1
53845,53845,3
11056,11056,0
39473,39473,0
40798,40798,0
119083,119083,1
97619,97619,3
125776,125776,0
96209,96209,2
20713,20713,0
36270,36270,0
93132,93132,3
90308,90308,3
30843,30843,0
115536,115536,3
81358,81358,0
42442,42442,0
131812,131812,1
37000,37000,3
117561,117561,0
107037,107037,0
109619,109619,3
42069,42069,0
52928,52928,0
34941,34941,3
87653,87653,1
114677,114677,0
106315,106315,3
33255,33255,3
91971,91971,0
62161,62161,3
19863,19863,0
62255,62255,3
94145,94145,3
15951,15951,3
129155,129155,3
21597,21597,3
66688,66688,0
92657,92657,0
67861,67861,0
78119,78119,0
69243,69243,0
130752,130752,0
3253,3253,0
59738,59738,3
55056,55056,3
99817,99817,1
83052,83052,0
17699,17699,0
120710,120710,3
8114,8114,3
80951,80951,0
29586,29586,0
113763,113763,1
41797,41797,0
107910,107910,0
130720,130720,0
129175,129175,0
18567,18567,1
76453,76453,0
56061,56061,3
4684,4684,3
84892,84892,3
42081,42081,0
124392,124392,3
79362,79362,0
60827,60827,0
777,777,4
129589,129589,0
58180,58180,0
6175,6175,3
130169,130169,3
100690,100690,1
135576,135576,0
66498,66498,0
113199,113199,0
52288,52288,0
89258,89258,0
115728,115728,3
132798,132798,3
96053,96053,0
78332,78332,0
71952,71952,0
132304,132304,0
85832,85832,0
110839,110839,0
97014,97014,2
134562,134562,0
26704,26704,0
10970,10970,3
16920,16920,0
57471,57471,0
74443,74443,0
39,39,3
5562,5562,3
94066,94066,3
103447,103447,0
51361,51361,3
26310,26310,0
93394,93394,0
54998,54998,0
86073,86073,0
92178,92178,0
97565,97565,0
41079,41079,1
10667,10667,3
63112,63112,3
69367,69367,3
130092,130092,3
77457,77457,3
49168,49168,3
107700,107700,0
132144,132144,0
79230,79230,0
24706,24706,1
73459,73459,3
68502,68502,3
109208,109208,3
13948,13948,0
124750,124750,3
82197,82197,3
51456,51456,3
40669,40669,0
11525,11525,3
25873,25873,3
111997,111997,3
98626,98626,0
107182,107182,3
95337,95337,3
59929,59929,0
100380,100380,1
2735,2735,1
126690,126690,0
95855,95855,3
65120,65120,3
105017,105017,0
49674,49674,3
99260,99260,3
40267,40267,0
30351,30351,0
134156,134156,3
98450,98450,0
62836,62836,0
58148,58148,0
35713,35713,3
105384,105384,0
72758,72758,0
20847,20847,1
33878,33878,0
108,108,0
105356,105356,0
63345,63345,3
72935,72935,0
126283,126283,3
8936,8936,1
62353,62353,0
100068,100068,0
8827,8827,3
63393,63393,1
59666,59666,0
34788,34788,0
32263,32263,3
16440,16440,3
93053,93053,0
29573,29573,0
86744,86744,3
65844,65844,1
58281,58281,0
33417,33417,3
103531,103531,0
70438,70438,0
135473,135473,0
56443,56443,0
44727,44727,0
92559,92559,1
12361,12361,0
112108,112108,0
131192,131192,1
44993,44993,3
17606,17606,0
11614,11614,1
112691,112691,0
90649,90649,0
102521,102521,0
46247,46247,3
107617,107617,3
99757,99757,0
73105,73105,3
20667,20667,3
41086,41086,3
105800,105800,0
32429,32429,0
15321,15321,0
76563,76563,3
126607,126607,0
42714,42714,0
130981,130981,1
9541,9541,1
13964,13964,0
58919,58919,0
105936,105936,3
64348,64348,0
15914,15914,3
28785,28785,3
88826,88826,0
58761,58761,1
98783,98783,0
50562,50562,0
113721,113721,3
21254,21254,3
262,262,0
19592,19592,3
52662,52662,1
42363,42363,0
107849,107849,0
27090,27090,0
63476,63476,3
64537,64537,0
108692,108692,1
57085,57085,3
98734,98734,3
90952,90952,0
110172,110172,0
102294,102294,3
119295,119295,0
4881,4881,3
6367,6367,3
52629,52629,1
10627,10627,0
54614,54614,0
35625,35625,1
127299,127299,1
14007,14007,0
20245,20245,0
78017,78017,3
25375,25375,0
3808,3808,3
119889,119889,0
103290,103290,1
39494,39494,3
99183,99183,0
33110,33110,0
22400,22400,0
21430,21430,3
50769,50769,0
126728,126728,3
53058,53058,0
37178,37178,0
76767,76767,3
86037,86037,3
27602,27602,3
60862,60862,1
95165,95165,0
106545,106545,0
66747,66747,3
103339,103339,3
12681,12681,0
124289,124289,0
32533,32533,0
2182,2182,0
16755,16755,0
72716,72716,0
94188,94188,0
3643,3643,3
63912,63912,0
29718,29718,0
32929,32929,0
50610,50610,3
5672,5672,3
29626,29626,0
86519,86519,0
31400,31400,3
133289,133289,0
68629,68629,3
62045,62045,3
11700,11700,0
44097,44097,0
89585,89585,0
88385,88385,0
126565,126565,3
114143,114143,0
43556,43556,0
95423,95423,0
23662,23662,3
98469,98469,0
114162,114162,3
97727,97727,3
125822,125822,0
97327,97327,0
119626,119626,0
44176,44176,3
2319,2319,0
36953,36953,3
113847,113847,3
127703,127703,1
59777,59777,0
38094,38094,3
72614,72614,3
87177,87177,0
2516,2516,3
108080,108080,0
17954,17954,0
60347,60347,3
122547,122547,3
30021,30021,0
56074,56074,3
106115,106115,0
30343,30343,0
23029,23029,1
46080,46080,0
46587,46587,0
76416,76416,0
130993,130993,1
1928,1928,3
76913,76913,1
40493,40493,0
65028,65028,3
30886,30886,0
18067,18067,3
127845,127845,3
21769,21769,3
17018,17018,0
110956,110956,0
48262,48262,3
43803,43803,0
74646,74646,3
73538,73538,0
122397,122397,3
48153,48153,0
27896,27896,3
92121,92121,0
1228,1228,1
65279,65279,0
121301,121301,0
51948,51948,0
39938,39938,0
13379,13379,3
41441,41441,3
7306,7306,3
135546,135546,0
874,874,1
107988,107988,0
129134,129134,0
78079,78079,0
125838,125838,0
15757,15757,0
42888,42888,0
77114,77114,0
130441,130441,3
26647,26647,1
50320,50320,0
36762,36762,3
107136,107136,4
101220,101220,0
70301,70301,3
112567,112567,0
119757,119757,0
84068,84068,1
17859,17859,0
72268,72268,0
34746,34746,0
68777,68777,3
94882,94882,3
127301,127301,0
43017,43017,1
121630,121630,3
99797,99797,0
43918,43918,3
68219,68219,1
129364,129364,0
37452,37452,1
30147,30147,0
39985,39985,3
34879,34879,1
87186,87186,0
89155,89155,1
94146,94146,0
8672,8672,3
92552,92552,0
44196,44196,3
100788,100788,3
14317,14317,3
112728,112728,3
119878,119878,0
96662,96662,2
93615,93615,0
115896,115896,3
87903,87903,0
71526,71526,4
3349,3349,3
95580,95580,3
116994,116994,0
41084,41084,3
97991,97991,0
31049,31049,0
134266,134266,0
11719,11719,3
78169,78169,1
103984,103984,1
57449,57449,0
135596,135596,0
20265,20265,0
37815,37815,3
61026,61026,0
74802,74802,3
134765,134765,3
60870,60870,3
95340,95340,0
133581,133581,3
38864,38864,3
54170,54170,3
75540,75540,0
8347,8347,3
83233,83233,0
742,742,3
134655,134655,0
41031,41031,3
40665,40665,0
119571,119571,3
44052,44052,3
39153,39153,0
91939,91939,0
9914,9914,0
71416,71416,3
120738,120738,3
37598,37598,1
119580,119580,0
12383,12383,3
25285,25285,3
62220,62220,3
55772,55772,3
84913,84913,0
130077,130077,0
105295,105295,0
16085,16085,0
6890,6890,3
133439,133439,3
54961,54961,0
58615,58615,0
68377,68377,3
53924,53924,0
111121,111121,3
30946,30946,0
123204,123204,0
63531,63531,3
17056,17056,0
12600,12600,0
87665,87665,3
1926,1926,0
77356,77356,3
76257,76257,3
79312,79312,1
43646,43646,0
118375,118375,1
42355,42355,0
21410,21410,3
56542,56542,3
76137,76137,0
67139,67139,0
12256,12256,0
22637,22637,0
35217,35217,1
116165,116165,3
121353,121353,3
105139,105139,3
107719,107719,0
76353,76353,1
96211,96211,2
20797,20797,0
41962,41962,0
85347,85347,3
124437,124437,0
94001,94001,1
65041,65041,3
106808,106808,3
69520,69520,0
117141,117141,3
40202,40202,0
120914,120914,0
87004,87004,0
84657,84657,0
51815,51815,0
13387,13387,0
39915,39915,0
98432,98432,3
70214,70214,0
120279,120279,3
23895,23895,1
131339,131339,0
57876,57876,3
74247,74247,3
133173,133173,0
46127,46127,1
26380,26380,0
50273,50273,0
36076,36076,3
52605,52605,0
41024,41024,1
86076,86076,0
128813,128813,0
90503,90503,0
91132,91132,3
106413,106413,1
95937,95937,0
17394,17394,0
134425,134425,3
17372,17372,0
13190,13190,3
57621,57621,3
22389,22389,0
36400,36400,0
47012,47012,0
79488,79488,1
70275,70275,0
62568,62568,3
121133,121133,3
96333,96333,2
20749,20749,3
24186,24186,0
24846,24846,3
20890,20890,3
121725,121725,0
8405,8405,3
9996,9996,0
74941,74941,0
30547,30547,0
122716,122716,3
120003,120003,0
58025,58025,3
110919,110919,3
11799,11799,3
125184,125184,0
74958,74958,0
60373,60373,0
12717,12717,0
36702,36702,3
8379,8379,3
91929,91929,0
116846,116846,0
125908,125908,0
39340,39340,1
75460,75460,0
102493,102493,0
66283,66283,0
19805,19805,0
76666,76666,0
119105,119105,0
64644,64644,0
12800,12800,3
121625,121625,0
490,490,3
79657,79657,3
60671,60671,3
57145,57145,0
82330,82330,1
69849,69849,1
39838,39838,3
28043,28043,3
112379,112379,0
109774,109774,3
11313,11313,3
27964,27964,3
25646,25646,3
62215,62215,3
73682,73682,0
93623,93623,0
46325,46325,0
32529,32529,1
84060,84060,3
92136,92136,1
29064,29064,3
34400,34400,3
81698,81698,0
52187,52187,3
42947,42947,0
87045,87045,3
54761,54761,1
116600,116600,0
95497,95497,0
110111,110111,1
21476,21476,0
43214,43214,1
94824,94824,0
64426,64426,0
128667,128667,1
43804,43804,0
64117,64117,3
72679,72679,3
63380,63380,0
125770,125770,0
50079,50079,0
19825,19825,1
23635,23635,3
53005,53005,1
69111,69111,0
54365,54365,3
90670,90670,3
97759,97759,0
112006,112006,3
76735,76735,0
39030,39030,0
10338,10338,3
25647,25647,0
104896,104896,3
93508,93508,3
65021,65021,0
1647,1647,0
55962,55962,0
21255,21255,1
12176,12176,3
43713,43713,0
96756,96756,2
39937,39937,3
99361,99361,3
45734,45734,3
56070,56070,0
52517,52517,3
16171,16171,3
53908,53908,0
9444,9444,0
72114,72114,1
5757,5757,3
18048,18048,3
94794,94794,3
103906,103906,1
84379,84379,0
94738,94738,0
99002,99002,0
86407,86407,0
18364,18364,3
82019,82019,0
78667,78667,3
57639,57639,3
27463,27463,3
52114,52114,3
70654,70654,3
44422,44422,0
132773,132773,3
7861,7861,3
32842,32842,0
126233,126233,0
67020,67020,0
27028,27028,0
109806,109806,0
19526,19526,3
38040,38040,3
18237,18237,0
30672,30672,0
17663,17663,0
101447,101447,3
133561,133561,1
1718,1718,1
43494,43494,0
28486,28486,3
85190,85190,3
102847,102847,3
96214,96214,2
134756,134756,3
32902,32902,3
134558,134558,4
89141,89141,3
21854,21854,3
52351,52351,1
97094,97094,2
25770,25770,0
46683,46683,3
133262,133262,0
118812,118812,3
117137,117137,0
124119,124119,0
121645,121645,0
14000,14000,0
114726,114726,0
70796,70796,0
127401,127401,0
98270,98270,0
23673,23673,0
25967,25967,0
72648,72648,0
124800,124800,0
37614,37614,3
8264,8264,3
8091,8091,3
37811,37811,0
123416,123416,1
85156,85156,3
89985,89985,0
109120,109120,0
2409,2409,1
56826,56826,1
42188,42188,1
115617,115617,3
31078,31078,0
30144,30144,0
20017,20017,0
58237,58237,0
123713,123713,1
66655,66655,0
132792,132792,1
49640,49640,3
87300,87300,3
74096,74096,0
121737,121737,3
13551,13551,1
1635,1635,0
16367,16367,3
119786,119786,0
73632,73632,0
87441,87441,0
75464,75464,0
14818,14818,3
95270,95270,4
50252,50252,4
47584,47584,0
67441,67441,3
94363,94363,3
21757,21757,0
37016,37016,3
57882,57882,3
85494,85494,3
47525,47525,1
11192,11192,0
118399,118399,3
100075,100075,1
115250,115250,0
118886,118886,0
50487,50487,0
47399,47399,3
36643,36643,3
113594,113594,0
85384,85384,0
44207,44207,0
1581,1581,3
56374,56374,0
126401,126401,0
127998,127998,1
38093,38093,0
92624,92624,0
70693,70693,0
35039,35039,0
59364,59364,1
61769,61769,3
134664,134664,0
56475,56475,3
110512,110512,0
71912,71912,3
85085,85085,0
18893,18893,0
77955,77955,3
64275,64275,0
135443,135443,0
120976,120976,3
128113,128113,0
97892,97892,0
18035,18035,0
57490,57490,0
99703,99703,0
107560,107560,3
113735,113735,0
82655,82655,0
84309,84309,1
70339,70339,0
125470,125470,3
22889,22889,3
129089,129089,0
10107,10107,1
126740,126740,0
18022,18022,0
26566,26566,3
84375,84375,3
68467,68467,1
47899,47899,0
55137,55137,1
113960,113960,3
58864,58864,0
31612,31612,3
81028,81028,3
117171,117171,3
17425,17425,3
11791,11791,0
87482,87482,0
54625,54625,0
111745,111745,0
54493,54493,1
127921,127921,0
30440,30440,0
90734,90734,1
88353,88353,1
72710,72710,3
39094,39094,0
123576,123576,3
20970,20970,3
37662,37662,3
87764,87764,1
61017,61017,1
112225,112225,3
97766,97766,0
61967,61967,1
99498,99498,0
57351,57351,3
102850,102850,0
12250,12250,3
70813,70813,3
57305,57305,0
33854,33854,0
107540,107540,0
65388,65388,3
118095,118095,0
121258,121258,0
96705,96705,2
26420,26420,3
80313,80313,0
89855,89855,3
24251,24251,3
17792,17792,3
46159,46159,1
42513,42513,3
15525,15525,0
46410,46410,0
49788,49788,1
91909,91909,4
81862,81862,3
72970,72970,0
93400,93400,0
111677,111677,0
1873,1873,3
29801,29801,0
7580,7580,3
36332,36332,0
91950,91950,0
113380,113380,3
92394,92394,3
77839,77839,3
111838,111838,3
111383,111383,4
134816,134816,1
133576,133576,0
38456,38456,0
133836,133836,3
2194,2194,0
31955,31955,0
35345,35345,0
108962,108962,0
80899,80899,3
105146,105146,0
64944,64944,3
99641,99641,0
52417,52417,3
24645,24645,3
115744,115744,3
103492,103492,0
124734,124734,1
102823,102823,0
125170,125170,3
110470,110470,3
66491,66491,1
10779,10779,0
103649,103649,0
115761,115761,3
30069,30069,0
117095,117095,3
133325,133325,3
213,213,0
36554,36554,1
11856,11856,0
62039,62039,0
1036,1036,3
36808,36808,3
79695,79695,0
86547,86547,0
34706,34706,3
105012,105012,1
118370,118370,0
39179,39179,0
100654,100654,0
18600,18600,0
43236,43236,0
49807,49807,3
28749,28749,3
26094,26094,3
51778,51778,3
71592,71592,3
127962,127962,3
81000,81000,0
5476,5476,3
87370,87370,0
62608,62608,0
28139,28139,3
89316,89316,0
66443,66443,3
11060,11060,3
74920,74920,3
100978,100978,0
42062,42062,0
114563,114563,0
6311,6311,3
95033,95033,1
110851,110851,0
39319,39319,3
84875,84875,3
8740,8740,0
71830,71830,0
44853,44853,1
95801,95801,4
5145,5145,3
126253,126253,3
31616,31616,0
118245,118245,0
82548,82548,3
31410,31410,0
17779,17779,0
84125,84125,0
94766,94766,0
52588,52588,4
106709,106709,3
16481,16481,0
81338,81338,3
99606,99606,0
39693,39693,3
101619,101619,0
135383,135383,0
40981,40981,0
60042,60042,0
123748,123748,0
63889,63889,3
8437,8437,3
124615,124615,0
72509,72509,3
614,614,0
67379,67379,1
67093,67093,3
53042,53042,0
50288,50288,3
129405,129405,0
67198,67198,0
26159,26159,3
103815,103815,3
8443,8443,3
90317,90317,0
6985,6985,3
21286,21286,3
27826,27826,0
77847,77847,0
101730,101730,3
91811,91811,3
36840,36840,0
52450,52450,0
82416,82416,0
960,960,0
1874,1874,0
101887,101887,3
20555,20555,0
20298,20298,0
21835,21835,3
74815,74815,0
92314,92314,3
114636,114636,0
32443,32443,0
79280,79280,3
97924,97924,1
12890,12890,3
100302,100302,1
64203,64203,3
52688,52688,0
45253,45253,0
28674,28674,3
67682,67682,3
110992,110992,0
31319,31319,0
10742,10742,3
73979,73979,0
7331,7331,3
21092,21092,0
57430,57430,0
41173,41173,3
126126,126126,0
117349,117349,0
50667,50667,1
123591,123591,0
8641,8641,0
44243,44243,0
24944,24944,0
61764,61764,3
113479,113479,3
90599,90599,3
93016,93016,1
80707,80707,3
51480,51480,3
71766,71766,3
52402,52402,0
116297,116297,3
7798,7798,3
27067,27067,0
24542,24542,1
14169,14169,3
92704,92704,3
106245,106245,0
82232,82232,0
44728,44728,0
103037,103037,0
39584,39584,0
19264,19264,3
102611,102611,3
7932,7932,3
99607,99607,3
50718,50718,3
7646,7646,3
128112,128112,1
61524,61524,3
37267,37267,0
73962,73962,3
87027,87027,1
20799,20799,0
24595,24595,0
50850,50850,0
39918,39918,3
93748,93748,0
59014,59014,0
96761,96761,2
113907,113907,3
132552,132552,0
108275,108275,1
108128,108128,0
71607,71607,3
59621,59621,0
64977,64977,3
72971,72971,3
16018,16018,0
97479,97479,0
97563,97563,0
22605,22605,3
53691,53691,0
119857,119857,1
38477,38477,0
39717,39717,0
49043,49043,3
63084,63084,0
94309,94309,0
39354,39354,3
103444,103444,0
98551,98551,1
55266,55266,0
30719,30719,0
4660,4660,3
101143,101143,1
59195,59195,0
